"TOA5","CR1000_cigar","CR1000","E3121","CR1000.Std.22","CPU:SBGmeas.CR1","31038","SBG_meas"
"TIMESTAMP","RECORD","BigRedButtonPressed","SBG","SBG_flux"
"TS","RN","","",""
"","","Smp","Smp","Smp"
"2017-05-16 16:05:29.05",258,-1,0.02729279,0.05178897
"2017-05-16 16:05:29.1",259,-1,0.02796668,0.05306771
"2017-05-16 16:05:29.15",260,-1,0.02729279,0.05178897
"2017-05-16 16:05:29.2",261,-1,0.02661889,0.05051022
"2017-05-16 16:05:29.25",262,-1,0.02695584,0.0511496
"2017-05-16 16:05:29.3",263,-1,0.02661889,0.05051022
"2017-05-16 16:05:29.35",264,-1,0.02762973,0.05242833
"2017-05-16 16:05:29.4",265,-1,0.02695584,0.0511496
"2017-05-16 16:05:29.45",266,-1,0.02661889,0.05051022
"2017-05-16 16:05:29.5",267,-1,0.02695584,0.0511496
"2017-05-16 16:05:29.55",268,-1,0.02762973,0.05242833
"2017-05-16 16:05:29.6",269,-1,0.02729279,0.05178897
"2017-05-16 16:05:29.65",270,-1,0.02729279,0.05178897
"2017-05-16 16:05:29.7",271,-1,0.02830363,0.05370707
"2017-05-16 16:05:29.75",272,-1,0.02762973,0.05242833
"2017-05-16 16:05:29.8",273,-1,0.02695584,0.0511496
"2017-05-16 16:05:29.85",274,-1,0.02729279,0.05178897
"2017-05-16 16:05:29.9",275,-1,0.02729279,0.05178897
"2017-05-16 16:05:29.95",276,-1,0.02661889,0.05051022
"2017-05-16 16:05:30",277,-1,0.02796668,0.05306771
"2017-05-16 16:05:30.05",278,-1,0.02729279,0.05178897
"2017-05-16 16:05:30.1",279,-1,0.02729279,0.05178897
"2017-05-16 16:05:30.15",280,0,0.02695584,0.0511496
"2017-05-16 16:05:30.2",281,0,0.02729279,0.05178897
"2017-05-16 16:05:30.25",282,0,0.0252711,0.04795275
"2017-05-16 16:05:30.3",283,0,0.02594499,0.04923148
"2017-05-16 16:05:30.35",284,0,0.02661889,0.05051022
"2017-05-16 16:05:30.4",285,0,0.02560805,0.04859212
"2017-05-16 16:05:30.45",286,0,0.02560805,0.04859212
"2017-05-16 16:05:30.5",287,0,0.02560805,0.04859212
"2017-05-16 16:05:30.55",288,0,0.0252711,0.04795275
"2017-05-16 16:05:30.6",289,0,0.02560805,0.04859212
"2017-05-16 16:05:30.65",290,0,0.02493415,0.04731338
"2017-05-16 16:05:30.7",291,0,0.0252711,0.04795275
"2017-05-16 16:05:30.75",292,0,0.0252711,0.04795275
"2017-05-16 16:05:30.8",293,0,0.02560805,0.04859212
"2017-05-16 16:05:30.85",294,0,0.0252711,0.04795275
"2017-05-16 16:05:30.9",295,0,0.02493415,0.04731338
"2017-05-16 16:05:30.95",296,0,0.0245972,0.04667401
"2017-05-16 16:05:31",297,0,0.0252711,0.04795275
"2017-05-16 16:05:31.05",298,0,0.0245972,0.04667401
"2017-05-16 16:05:31.1",299,0,0.0245972,0.04667401
"2017-05-16 16:05:31.15",300,0,0.02426025,0.04603463
"2017-05-16 16:05:31.2",301,0,0.02426025,0.04603463
"2017-05-16 16:05:31.25",302,0,0.02392331,0.04539527
"2017-05-16 16:05:31.3",303,0,0.0245972,0.04667401
"2017-05-16 16:05:31.35",304,0,0.02426025,0.04603463
"2017-05-16 16:05:31.4",305,0,0.02426025,0.04603463
"2017-05-16 16:05:31.45",306,0,0.02493415,0.04731338
"2017-05-16 16:05:31.5",307,0,0.0252711,0.04795275
"2017-05-16 16:05:31.55",308,0,0.02594499,0.04923148
"2017-05-16 16:05:31.6",309,0,0.02560805,0.04859212
"2017-05-16 16:05:31.65",310,0,0.0252711,0.04795275
"2017-05-16 16:05:31.7",311,0,0.02628194,0.04987086
"2017-05-16 16:05:31.75",312,0,0.02560805,0.04859212
"2017-05-16 16:05:31.8",313,0,0.02628194,0.04987086
"2017-05-16 16:05:31.85",314,0,0.02594499,0.04923148
"2017-05-16 16:05:31.9",315,0,0.02762973,0.05242833
"2017-05-16 16:05:31.95",316,0,0.02695584,0.0511496
"2017-05-16 16:05:32",317,0,0.02661889,0.05051022
"2017-05-16 16:05:32.05",318,0,0.02695584,0.0511496
"2017-05-16 16:05:32.1",319,0,0.02628194,0.04987086
"2017-05-16 16:05:32.15",320,0,0.02594499,0.04923148
"2017-05-16 16:05:32.2",321,0,0.02628194,0.04987086
"2017-05-16 16:05:32.25",322,0,0.02628194,0.04987086
"2017-05-16 16:05:32.3",323,0,0.02628194,0.04987086
"2017-05-16 16:05:32.35",324,0,0.02661889,0.05051022
"2017-05-16 16:05:32.4",325,0,0.02628194,0.04987086
"2017-05-16 16:05:32.45",326,0,0.02594499,0.04923148
"2017-05-16 16:05:32.5",327,0,0.02661889,0.05051022
"2017-05-16 16:05:32.55",328,0,0.02594499,0.04923148
"2017-05-16 16:05:32.6",329,0,0.02695584,0.0511496
"2017-05-16 16:05:32.65",330,0,0.02695584,0.0511496
"2017-05-16 16:05:32.7",331,0,0.02762973,0.05242833
"2017-05-16 16:05:32.75",332,0,0.02695584,0.0511496
"2017-05-16 16:05:32.8",333,0,0.02830363,0.05370707
"2017-05-16 16:05:32.85",334,0,0.02762973,0.05242833
"2017-05-16 16:05:32.9",335,0,0.02796668,0.05306771
"2017-05-16 16:05:32.95",336,0,0.02830363,0.05370707
"2017-05-16 16:05:33",337,0,0.02729279,0.05178897
"2017-05-16 16:05:33.05",338,0,0.02796668,0.05306771
"2017-05-16 16:05:33.1",339,0,0.02729279,0.05178897
"2017-05-16 16:05:33.15",340,0,0.02729279,0.05178897
"2017-05-16 16:05:33.2",341,0,0.02762973,0.05242833
"2017-05-16 16:05:33.25",342,0,0.02661889,0.05051022
"2017-05-16 16:05:33.3",343,0,0.02661889,0.05051022
"2017-05-16 16:05:33.35",344,0,0.02661889,0.05051022
"2017-05-16 16:05:33.4",345,0,0.02729279,0.05178897
"2017-05-16 16:05:33.45",346,0,0.02661889,0.05051022
"2017-05-16 16:05:33.5",347,0,0.02729279,0.05178897
"2017-05-16 16:05:33.55",348,0,0.02661889,0.05051022
"2017-05-16 16:05:33.6",349,0,0.02661889,0.05051022
"2017-05-16 16:05:33.65",350,0,0.02729279,0.05178897
"2017-05-16 16:05:33.7",351,0,0.02661889,0.05051022
"2017-05-16 16:05:33.75",352,0,0.02729279,0.05178897
"2017-05-16 16:05:33.8",353,0,0.02594499,0.04923148
"2017-05-16 16:05:33.85",354,0,0.02695584,0.0511496
"2017-05-16 16:05:33.9",355,0,0.02695584,0.0511496
"2017-05-16 16:05:33.95",356,0,0.02729279,0.05178897
"2017-05-16 16:05:34",357,0,0.02762973,0.05242833
"2017-05-16 16:05:34.05",358,0,0.02729279,0.05178897
